review,sentiment
"What impressed me the most about ""One True Thing"" was how up-front it was when the daughter mentions her mother's cancer at the beginning of the movie. As depressing the subject matter was, it was a refreshing change of pace instead of being blindsided with the revelation about a character's fatal illness 2/3 into the movie (""Love Story"" ""Terms of Endearment"", etc.). <br /><br />Meryl Streep, Renee Zellweger and William Hurt give very strong performances that don't go over the edge. The characters they play seem human; they're not perfect people. (Arguably, one might not say that about the ""Martha Stewart""-type character Streep plays but throughout the film, I found her character to be noble in a non-sappy way. She's dealing with her plight the best way she knows how.) <br /><br />""One True Thing"" is an observant, unsentimental family drama in which the tears at the end were well-earned.",positive
"I cannot begin to describe how amazing this movie is. Suffice it to say, anytime I'm depressed about how unfair or futile things seem, this is the movie I go rent to put me in the right frame of mind. The background music makes you realize the easiness of existence and how simplicity provides for the greatest happiness. The Indian girl that sings is but one example of a character in this film who does not try hard, and is happy as a result. Persifina, the laundry co-worker of Ruby's (Ashley Judd) is another=-her eyes and smile could make the hardest person's day. I watch this movie and I dream of better days to come or of a good conversation with friends, and I realize that being alone--Ruby is alone quite often--isn't the same as being lonely. Recommended for anyone who enjoys a thoughtful lull of a movie.",positive
"*minor spoilers*<br /><br />You know, it's getting to the point where Walt Disney Television Animation might just as well be called Walt Disney Sequel Animation. These sequels range from excellent (""Beauty and the Beast: The Enchanted Christmas"" and the fantastic ""Lion King II: Simba's Pride"") to horrible (""The Return of Jafar""). (This is, of course, my personal opinion.) Now Disney brings us their latest sequel. ""Scamp's adventure,"" and while it is flawed, it is still entertaining.<br /><br />The quality of animation is not up to par with Disney Feature Animation; still, the animators do a good job of bringing the characters to life. Lady and Tramp have not aged a day since 1955. Trusty still talks about his sense of smell and ""Ol' Reliable,"" and Jock still gives him grief about it. There's a nice fight between Tramp and a huge dog in the dog pound, and once again we are treated to a spaghetti dinner with the two romantic leads (though it is highly doubtful that this will become a classic scene like its predecessor.)<br /><br />I really don't care for most of the songs (though Roger Bart and Susan Egan--the singing voices of Scamp and Angel--sing their parts very nicely). Both Melissa Manchester and Norman Gimbel have done much better work in the past. Danny Troob's score is okay, but nothing memorable. And some of the junkyard gang seem like excess baggage; that is, they really don't do much.<br /><br />The voice work, on the other hand, is quite good. While I don't like Jeff Bennett as the dogcatcher, he is very good as Tramp. Chazz Palminteri does a nice job as Buster, leader of the junkyard gang, and Alyssa Milano gives what may be her best performance as Angel. Then there is Scamp (who is the spitting image of his dad). He is voiced to PERFECTION by Scott Wolf. Wolf does a superb job of showing Scamp's wild streak and his soft side.<br /><br />All in all, while ""Scamp's Adventure"" is flawed, it still makes for rather entertaining viewing. It is my hope, however, that Walt Disney Television Animation will turn their attention to more original material for their future releases.<br /><br />",positive
"Master Kieslowsky came with an idea in 1993, the idea was to portrait how human relationship are in the world today, passing from Blue (a crafted visual masterpiece about a woman's life) from White (A visual comedy movie about marriage) and finally arriving to Red (A masterpiece dealing with human interaction).<br /><br />While I'm not going to spoil the move I can easily say Red is the best movie from the 90's decade because it has one of the strongest messages in a script I have ever ever seen.<br /><br />The movie begins a little slow but finds it's rhythm early enough to keep you hooked through the whole movie.<br /><br />The performances are perfect, sublime. since the characters are completely realistic and they're not clichéd in any way and one could expect no less from the actors and one doesn't get disappointed... seriously I believe Jean Louis Tringtignat deserved an Oscar nod at least.<br /><br />The music from Zbiegnew Preisner is amazing it's one of the best musical scores ever. Piotr Sobocinsk Cinematography is also outstanding he got an Oscar nod for it (and deserved to win).<br /><br />Overall the movie is a perfect 10 and will be loved by people that love foreign cinema and people who don't. Don't Miss it.<br /><br />How did the awful Pulp Fiction beat ed this masterpiece at Cannes is beyond my comprehension",positive
"What more could I say? The Americans totally hated it because the U.S. cut was so bad, although you could detect the underlying goodwill in it.<br /><br />Talking about the U.S. theatrical release(along with the newly released Blu-ray Disc version), it's faster and tighter than HK cut, the background musics were all changed from the dark, grim HK musics to Hip-hop musics; and there were a lot of gruesome scenes cut out. Though, the dubbing was a notable job given that they tried to capture the original actor's voice and tone. But, the problem is Hak Hap(Black Mask) the movie was designed and meant to be dark, grim, super-disturbing and totally gruesome. Very unfortunately the U.S. release just skimmed the cream they wanted, which in return completely changed the movie's undertone(HK release was rated 18+) to be even more comical and amateurish.<br /><br />Now let's talk about the original HK release. This movie is like a hidden gem, a prototype for the whole ""matrix"" tide and era. The fighting scenes are totally awesome even the camera works were a bit ""old-school"" among HK movies. However the style the movie created was a unique blend of Kungfu and pop culture. With all the leather, black costumes and decorations, this movie features a batman-like superhero in a black mask against a run-of-the-mill gang of multinational super-soldiers lead by a punk heavy metal rock star boss. Yes it sounds like imaginations of a retarded child, but it works. It's so impressive that the whole movie's gonna give you nightmares featuring foreigners fighting a bloodbath battle in leather coats. In year 2002 they made a sequel which had a PG-13 rating, but without Jet Li and Liu Qing Yun. And you know how bad that was because Li and Liu were the core characters in the movie and had strong personalities and an interesting friendship. And, did I happen to mention Francois Yip? Her roundhouse kick was totally cool, even cooler than the villain boss because she didn't use a stuntman for all the fighting. Did I mention she was also smoking hot? Anyway, there are a lot of things to like about the movie.<br /><br />However, the movie also suffered from a lot of problems. First off, it's a mediocre script made at its best potential, which means this production team deserved a better screen-writer. There are a lot climaxes in the entire 100 minutes but they often felt like far-fetched and don't totally make senses to the audiences(US version was even worse because all the character developments were cut). Anyway, you can't ask too much out of a comic-inspired action movie. Also, this movie is entirely improper for children. I won't recommend it to you if you are less than 20 years old. It's saturated with disturbing contents including blood, gore, sado-maso costumes, extreme brutal violence and so on. Along with the style of the movie, it can be called a wet dream for heavy-metal rock music fans and action fans. (the U.S. cut was milder, but if you want to see it, see the HK release for what it is.) 7/10. Status: inspiring, hidden, undervalued, adult.",positive
"I first saw this movie about 20 years ago and have never forgotten it. It's beautifully filmed and the story keeps one riveted for the entire time. It's difficult to believe this was made in 1946, as the tale is still fresh today, and really makes one think. I'm not very knowledgeable regarding film technique however the special effects in this film are terrific considering when this was made. In addition, the acting is superb, and the use of English and American actors quite astounding. I recently purchased the DVD so now I'm able to watch whenever I wish. I highly recommend anyone interested in post-war British films to watch this.",positive
"This is one of the worst film adaptations of a musical ever made. The stage version of A Chorus Line is wonderful. This movie misses the mark in almost every way. Even the casting is baffling. Take Audrey Landers as Val. ""Dance 10 Looks 3"" is Val's song. Val's story is that she is a great dancer but a 3 in the looks department. Yes, she finds a solution, but ultimately she's a great dancer. What do the brilliant filmmakers do? They hire an actress who can't dance and is famous for looking great. Way to miss the boat.<br /><br />Then there's the choreography. I'm sure Michael Bennett was turning over in his grave. Why didn't they use his choreography? It really can't be improved upon.",negative
"I watched this movie, or part of it, in hope that it would be fun to laugh at how bad it was, but it soon became clear that this was just plain silly. For one you have the worst acting EVER! The lead ""actress"" Birgitte Nielsen is terrible, uninspired and hardly even attractive. And she certainly do not look like the female warrior who could easily kick some veteran warrior kings butt, but she does. And whats with the feminist attitude, it's plain hypocrisy. For one her family was killed by a women, then she joins some warrior school or something so she can learn how to fight men. She then joins up with a fat servant and his child king, whose city was destroyed by Gedren. Those two characters are just plain stupid and destroys the little of atmosphere that the movie managed to create. After this i could not take any more of Nielsen painful acting, and the stupid clichés and lack of some real action.<br /><br />Schwarzenegger as Kalidor was the only part of this movie which actually made it remotely watchable. <br /><br />I liked the Conan movie, but this is pure crap!",negative
"This is a beautiful movie filled with adventure. The Genii in the bottle is a classic scene. Romantic in it's finish, all things turn out as they should be. I saw this first as a child and have remembered it as a fantasy I wished was true.",positive
"Here is proof of why Mary Pickford was `America's Sweetheart.' In this rather complex drama, Mary plays the young daughter of a squatter that dare to dream of a relationship with the son of one of the `hill-toppers.' The scenes where they steal a kiss and otherwise fall in love are simply delightful. She is even willing to take a bath. That Mary could pull this role off at the age of 30 is simply amazing and somewhat due to her diminutive stature (5').<br /><br />Tess must face numerous physical and emotional challenges. She does so with spunk not seen in many heroines of the time. Tess packs a wallop and is not shy about fighting with anyone. Why she agrees to help the `hill-topper' daughter is beyond me, but she sacrifices her own happiness in order to keep a deep secret. Pickford's close ups are wonderful.<br /><br />Danish-born Jean Hersholt is simply wonderful as the villain. The scene in which he manhandles a small baby is enough to make you throw vegetables (or whatever) at the movie screen. If Forrest Robinson (who plays Daddy Skinner) had worn a beard, he would have been a match for the model used in those World War I recruiting posters of Uncle Sam  Wants You!<br /><br />Although the story is somewhat predictable and slow in the beginning, it is worth the investment in your time to see the piece or pure `Americana.' The film highlights choices available to us all involving making someone else happy and what it is to be a real Christian. Recommended.",positive
"I was trying to work out why I enjoyed this film?? Its not because of money spent on it that's for sure!! Did I see a painted water pistol in there? Maybe they don't have the same sort of visual effects houses in the Scotland? Or maybe they just didn't have any money? The making of clearly shows a gang of very plucky guys making a movie against the odds. Awesome! But what I really liked was the grit of the performances. Mike Michell and Patrick White play the lead parts like 2 normal guys. No Hollywood histrionics here.<br /><br />OK, so the effects work isn't very good. The spaceships just don't look as good as they should in todays FX world and I've seen much better free stuff on youtube. But the film holds together very well once they get to the Planet. Was this filmed in Scotland or just by a Scottish crew? Or is it just better effects work? Did they edit out the water? By the end I kinda loved this film and was disappointed when they all died.",positive
"Simon Wests pg-13 thriller about a babysitter who gets disturbing prank calls while sitting at a mansion is neither original nor exciting enough to be called a good film. Although there are some elements of suspense, good eye candy and decent characters, the film is just another I know what you did last summer, as it falls short of being taken seriously. The performances were alright, but nothing special with this flick, i say skip it, unless you are looking for a mediocre movie, you can find better films than this on lifetime sometimes, okay maybe not lifetime but at least USA or somethin, haha.... <br /><br />7/10",positive
"The production quality, cast, premise, authentic New England (Waterbury, CT?) locale and lush John Williams score should have resulted in a 3-4 star collectors item. Unfortunately, all we got was a passable 2 star ""decent"" flick, mostly memorable for what it tried to do.........bring an art house style film mainstream. The small town locale and story of ordinary people is a genre to itself, and if well done, will satisfy most grownups. Jane Fonda was unable to hide her braininess enough to make her character believable. I wondered why she wasn't doing a post doctorate at Yale instead of working in a dead end factory job in Waterbury. Robert DiNiro's character was just a bit too contrived. An illiterate, nice guy loser who turns out to actually be, with a little help from Jane's character, a 1990 version of Henry Ford or Thomas Edison.<br /><br />This genre has been more successfully handled by ""Nobody's Fool"" in the mid 90s and this year's (2003) ""About Schmidt."" I wish that the main stream studios would try more stuff for post adolescents and reserve a couple of screens at the multi cinema complexes for those efforts.<br /><br />I'll give it an ""A"" for effort.",positive
"I saw this movie in the theatre and it was a terrible movie. The way Michael Oliver who now turn even worse in the sequel is the biggest intolerance I cannot bare. Junior upset his father because he would not go to school which got his father Ben madly insane. Also the Crazy Dance ride operator is not fair to Junior for not letting him go on the ride. And that Lawanda Dumore is as horrible as a serial killer to Junior because she made threatening insults to Junior which is why I cannot tolerate this movie. Even if the movie is re-released back into theatres in the extended version, I still would not see this movie because this movie is not something I can even tolerate. In fact, it stinks!",negative
I have seen the movie Holes and say that it has to be the best movie all year long. It brings out the child in everyone. I mean who would come up with the idea of having troublesome boys dig holes as their punishment? Louis Sachar thats who. Although the movie was different from the book it was still very good. For example Caveman/Stanley was supposed to be the biggest one there. Weight wise and height wise but ZigZag/Ricky was taller and Armpit/Theodore was bigger. Also X-Ray/Rex was supposed to be one of the smallest boys but wasn't. The only thing that I didn't like about the movie was that the flashbacks were rather persuasive and long. I would have rather seen more of the present than past but thats just my opinion. I especially like the work of the boys though. Like Squid/Alan who was played by Jake M.Smith was supposed to be a moody and tough kid. Jake M.Smith performed just that and did a great job at it as did almost all of the actors in Holes. So I would say if you havent seen Holes yet then you should definatly see it when it comes out again or you'll be missing out on a whole lotta fun.,positive
"This movie was so bad, I thought I was going to scream in the middle of it. It was all I could do to sit through it. The beginning of the movie where they are at war was promising. Only it smacked of ""Saving Private Ryan"" to me...or at least an attempt at it. Only we don't care for these people. There was no build up to the characters. The kid that dies I guess was suppose to make us cry...but for some reason it just irritated everyone. Then we have to listen to line after line of sappy dialog that tried desperately to mimic ""Wuthering Heights"", which of course was also quoted in the movie. Go figure. There was nothing original about the movie at all, it was like sitting through the most mundane parts of every war movie ever made, with a little bit of humor thrown in to keep you hoping that it was going to get better. Sadly it doesn't. 3 hours later, I leave the theater feeling cheated. Anthony Menghilla should be shot for trying to duplicate the English Patient, which for it's time was a good movie, but now I wonder....should I rent it and make sure I wasn't just caught up in the HYPE??? Maybe I was, but I definitely wasn't caught up in the hype of this film. I really went to the theater wanting to like this movie. I am a die hard Nicole Kidman fan. Save your money, rent it on DVD and laugh through it, as I did.",negative
"I was wondering when someone would try turning that whole Matamoros mess into a goreporn pic. Anyroad, here's a few things I learned about Mexico from watching this film.<br /><br />~All Mexican Women Are Super Hot - Remember that little desert town in Unearthed? Yeah, well, this must be it's Mexican sister city. Don't even bother with the hookers, just put a few smooth moves on the hot bartender. She'll be just as hot as the prostitutes and probably doesn't have any kids as well! <br /><br />~Half of Mexico is controlled by insane Satan-worshiping Palo Mayombe cultists. ¡Ay, caramba! The other half, as everyone here in the U.S. knows, is run by drug dealers. Fortunately, this doesn't much interfere with the sex-tourisim trade and our ultra-low wage factories down there.<br /><br />~Mexican cops are useless. Don't go to them. Go to the nearest occult bookstore and ask the hot chick behind the counter what happened to your vanished friend. She'll be way more help than the cops.<br /><br />~When you're being gruesomely tortured by the aforementioned bloodthirsty cultists, don't go reciting the Psalms or any part of the Bible, really. You'll just mess up the mojo.",negative
"Wow! This movie is almost too bad for words. Obviously the writers wanted to somehow link this to the Ghoulies franchise, so they got Pete Liapis from the first one to reprise his role as Jonathan...only now, he's a cop and has no similar character traits as he did in the first one. The ghoulies in this one aren't the ghoulies from the last ones. The cheap looking puppets have been replaced with even cheaper looking costumed little people. Instead of being any main antagonist or being evil, they are more like the comic relief characters that appeared out of nowhere for no reason.<br /><br />When watching this film for the first time, it felt like I'd seen it before. Why was this? Because everything in this was stolen from another movie. All the cheesy cop lines and action scenes were from Lethal Weapon. The ghoulies were pretty much like Bugs Bunny and Daffy Duck, except they weren't amusing at all. Even scenes from the original Ghoulies film were sprinkled throughout this flick.<br /><br />I think the target audience was supposed to be adults, but the mixture of black magic, cartoon slapstick, cop drama and bad acting doesn't work at all. I hope they don't make a Ghoulies V, because I don't want a movie studio to lose their money.<br /><br />My rating: BOMB/****. 78 mins. R for violence.",negative
"This is what I call a ""pre Sci Fi; Sci Fi"" movie. It gets no better than Lugosi/Karloff in this incredibly good ""mood"" type motion picture. These two genuine artists are at their very best, as is the story line.<br /><br />Karloff does an amazing job as a scientist that sees himself caught in a vise of vanity, pride, and scientific competition. I was caught up in the idea of watching a man as he drowns himself in the three previously mentioned concepts. I was saddened and at the same time fascinated with the two stars as they do themselves in. <br /><br />This is the sort of motion picture that begs for a remake. This time put Harrison Ford in the Karloff part and maybe Kieffer Sutherland as the Bela Lagosi role. It might be possible to do it almost as good.<br /><br />This is one of the very best that Hollywood EVER produced. As I said..it gets no better. No way.",positive
"An entertaining kung fu film, with acting, plot and fight scenes a cut above the average chop socky. All of the cast are likeable characters and skilled martial artists. Alexander Fu-Sheng's proto-Jackie Chan comedy antics are fun to watch, and his austere companion shows particularly impressive skills. For me, the film's only glaring flaw is the size of the cast -- at times, things get a little confused as the film chops and changes between various subplots, and some of the characters are not as fully fleshed-out as one might wish.<br /><br />But a kung fu film should be judged first and foremost on the quality of the action, and Shaolin Temple definitely delivers on that count. The film climaxes with a high-bodycount battle that allows each character to show off his skills against a worthy opponent.<br /><br />Overall, Shaolin Temple is an enjoyable low-budget kung fu movie. Not up to the quality of a good Jet Li film, but definitely worth a look for fans of the genre. My rating: 8/10.<br /><br />Misc notes: The 1987 Warner Home Video release I saw was (predictably) poorly dubbed, and lacked full cast & crew credits.",positive
"Just finished watching the movie and wanted to give my own opinion(and justice) to the movie.<br /><br />First of all, to get things straight, this movie is not pretending to be anything other than a solid action comedy movie. It doesn't aim to revolutionize the movie industry and garner critical acclaims nor does it want to be regarded as one. If you really want to enjoy this movie to the fullest, I suggest you discard your critical-mindedness and your longing for a good plot because you won't find any in here. With that established, let us further into the movie.<br /><br />I had low expectations for this movie simply because it didn't have a strong plot(Yes, moviegoers, I underrated this movie as well), but I never expected myself to enjoy this movie that much. I even enjoyed this more than the Stephen Chow flicks(which I find Kung Fu Hustle to be his best effort and would've rated it a 9 as well). Action is tight and epic while comedy chokes on to the right places.<br /><br />SPOILERS alert, I think The action might be unreal, but why would I want to watch a serious basketball movie anyways? There are a lot other sports movies(drama) that already did it well, why create another? SPOILERS end<br /><br />I'm not even sure why you're reading this. Go ahead and watch it. Just remember, no thinking - just watch, enjoy, smile, laugh, and <br /><br />Every once in a while they(the movie industry) creates masterpieces such as Pulp Fiction or The Godfather movies, and sometimes they create movies which are better off in the pile of dump. I'm not saying Kung Fu Dunk deserves the recognition that the previous examples have, then again, if we're talking about Stephen Chow-ish comedy, this one's a top ten.<br /><br />Highly recommended if you love: -no brainer movies with really good action -Kung Fu -Death Trance -Kung Fu and comedy -what the heck, watch this. you'll have a great time.<br /><br />9/10 for you the cast of Kung Fu Dunk. ^_^",positive
"a fine romantic comedy. errol flynn shows what a deft touch for comedy he possessed. a talent that probably shows some of his true prankster self. the comedic writing on this film is excellent. eleanor parker does a nice job as flynn's ex wife whom errol is trying to win back. eleanor is also easy on the eyes. the sets exude 1940's glamour and style where appropriate.<br /><br />flynn's comedic timing and wit are displayed to full effect here, watch his double takes, his ability to verbally counter punch with a snappy comeback or act the straight man, and his total believability and sincerity where required, this guy could act! it is a shame errol did not get a chance to do more roles like this throughout his career, he was multi-talented to the extreme. if you enjoyed ""it happened one night"" with gable and colbert or some of the william powell and myrna loy comedies you will enjoy this.<br /><br />well paced and lots of laughs. a lost diamond of a movie.",positive
"Don't be fooled by the silly title folks, this is one sweet ride! A true successor to Tetsuo the Iron Man and Ichi the Killer, this gem starts with a bang and lays the gore on thick until the credits roll. It seems that aliens are taking over people's bodies and modifying them into war-machines, which are then used to fight each other in a twisted game for the amusement of their species. The winner of the battle eats the loser alive. That's mostly it for plot, but who cares when the gore is this good? I have no idea how many buckets of slime were used, but it's disgusting to behold. There is interesting and effective use of stop-motion when the takeovers are in progress, and loving care is lavished on all of the creature and make-up effects. The CGI is a bit limited, but that actually doesn't detract from the overall quality one bit, at least for me. This was truly a fun and stomach-turning film that deserves much praise, and has truly earned its place in the stack of Cult Classics. Find it and watch, you won't be disappointed!",positive
"I think Dolph Lundgren had potential at being a big action star a la Schwarzenegger, Stallone, and even Van Damme to certain degree. He had some big moments in his career but he also made some poor choices and this is definitely one of them although made later in his career. The strange thing about Jill The Ripper (or Jill Rips...or Tied Up) is that I honestly think they seriously thought they were making a provocative and serious thriller? It shows in the way that they describe it on IMDb, on the DVD case, in the commentaries, and this film is not serious. To call it campy would be a huge understatement. The film tries to be complex and intelligent when in fact it's nothing more than shallow, confusing and gratuitous. On top of that they put Lundgren, who is known for action films, in an attempt at a serious role which makes it even more campy because his range as an actor is pretty limited. The entire film revolves around the kinky sex world and yet they attempt at making it a serious thriller? Just the plot and premise immediately make it a B-Movie Porn at very best.<br /><br />Dolph Lundgren plays disgraced former cop and raging alcoholic Matt Sorenson who decides to play Detective when his brother is murdered. I mean put aside the numerous plot holes that has Lundgren getting free roam to investigate crime scenes, and witnesses and everything else even though he's not a cop anymore and you still have a pretty strange and rather lack luster performance from Lundgren. Danielle Brett is Lundgren's eventual love interest and his brother's widow. Brett plays her role decently enough considering the script and campy story. The supporting cast is huge and no one particularly stands out in their performances unless it's on the negative side such as the absolutely horrible performance by Victor Pedtrchenko who seems to go by several different names in the film, boasts an awful accent and is a really awful villain.<br /><br />I honestly tried to get into the mystery and film and watch closely but there wasn't any reason to because it was all a jumble of ridiculous plot and gratuitous sex games including a downright ridiculously hilarious scene where Lundgren goes under cover and is strung upside down nearly naked. To explain how classy and well done this movie is (sarcasm...sarcasm) the back of the DVD I picked up (it was really cheap) has Lundgren's character listed as ""Murray Wilson"" (not the name of his character in the film.) While somehow Lundgren manages to be usually watchable the film falls flat on it's face trying to be serious. Considering director Anthony Hickox is infamous for really B-Movie Horror flicks it only makes sense even though I think he was really trying to be serious. Hard core cult Lundgren fans will have to see it...no one else should...certainly for any sort of mystery or suspense. 3/10",negative
"Perhaps one of the worst teenage slasher films I ever did see. I'll start with the bad points of t he movie, which pretty much covers the entire film. First of all, something no one can avoid: TERRIBLE ACTING. I swear they picked up some random kids off the street based on how they looked. Secondly, BAD/UNCONVINCING CHARACTER WORK/DEVELOPMENT. You hardly even know half the kids who are killed in here. All you figure is that they deserved it one way or another. The scarecrow's character was overdone, and a cheap rip-off of the other great fantasy killers such as Freddy or Pinhead. Next: BAD DIALOG: The Scarecrow was full of horrid one-liners that would make you laugh, only because it was so terrible. Lines like ""Let's go find some small animals to torture!"" really just leaves you with an eyebrow raised. Last but not least: Next off: BAD CASTING. How old was the guy who played Lester? Like 30? The back of his head was balding for God's sake. There is much more I could say about this film, like it's cheap special effects, it's ""high school film class"" effort, but the point is understood. It's just bad film making at it's worst. As for what I found to be ""good"" in the movie: -Entertaining for those with low, low, LOW standards -Would help put insomniacs to sleep. -A very cheap laugh, or even a giggle.",negative
"I am very unpolitically correct guy, so when I say sexist I really mean it reduced the female guest lead, Dr Miranda Jones played by Diana Muldar. in spite of all her supposed brilliance and self control, to nothing more inside but a big, jealous unreasonable baby You prolly got the plot by now, after her technical sidekick Marvik, also a spurned lover, flips out when he tried to kill the Medusan, Ambassador Kollos, out of a jealous rage, but glimpsed first it instead. (You think he could have just walked in to the room with his eyes shut and phasered the box, too easy) he takes the Enterprise into un-navigable space outside the galaxy before the boys could subdue him. Well, the ship is stuck in limbo, at that point they could have gone to the good lady doctor-liaison and discussed it. ""Spock has to make a mind meld with the Medusan so we can get home. I mean like beetch do you want to stay adrift until we run out of supplies and die?"" But the lady in true Star Trek fashion is a jealous monsters who whines and wails when the idea is broached, even when her Medusan idol told her to shut up & go along with them. So the beetch out of spite messes with the melded Spock causing him to forget to put on his visor which makes Spock go insane. Kirk, naturally, figured out what a total twit she was and shamed her into fixing Spock up with her superior telepathic powers. Of course, at the end the Lady and Medusan leave and all is forgiven. You almost wish the President from Battle Star Galactica showed up to jettison the witch out of an airlock for her destructive stunt. But in Star Trek land, ladies are permitted to be totally unreasonable and cruel, yet at the same time supposedly there is sexual equality. This is what I mean by sexist.",negative
"When I saw the elaborate DVD box for this and the dreadful Red Queen figurine, I felt certain I was in for a big disappointment, but surprise, surprise, I loved it. Convoluted nonsense of course and unforgivable that such a complicated denouement should be rushed to the point of barely being able to read the subtitles, let alone take in the ridiculous explanation. These quibbles apart, however, the film is a dream. Fabulous ladies in fabulous outfits in wonderful settings and the whole thing constantly on the move and accompanied by a wonderful Bruno Nicolai score. He may not be Morricone but in these lighter pieces he might as well be so. Really enjoyable with lots of colour, plenty of sexiness, some gory kills and minimal police interference. Super.",positive
"After my 6 year old daughter began taking riding lessons I started looking for horse movies for her. I had always heard of National Velvet but had never seen it. Boy am I glad I bought it! It's become a favorite of mine, my 6 year old AND my 2 year old. It's a shame movies like this aren't made anymore.",positive
"As much as 'The Beginning' showed that we're still going to get ""classic"" x-files, Drive showed that the X-Files was going to explore new territory. They start by giving us a unique teaser to Drive, with the news camera footage. It was an interesting transition from the the TV to the real events. I would've liked it even better if they had kept that news footage camera for the entire teaser and not cut to the inside of the car. Upon viewing this episode live back in 1998 I was thinking, ""Am I on the right channel?"" That first autopsy by Scully flooded me with big words that I don't understand. I think she learned her lesson to ALWAYS wear a mask before performing an autopsy. Silly Scully! What is the deal with the lighting in the autopsy lab? It's as dark as a tomb in there! How are they supposed to see what they're doing in there? Assistant Director Kersh gets his first lines in this episode. I have no love lost for that man. He is the third recurring character in a row that is introduced that you love to hate, the first two being Diana Fowley and Jeffrey Spender. I guess the producers felt that there was too much love going on for Mulder, Scully and Skinner. So they needed to add some characters to give our favorite agents some grief and incite our ire as fans. I love the quarantine suits worn by Scully and her team with the cool helmet light bulbs. Boy. It's really smoky or foggy in DRY northern Nevada at night. Can we say the word ""effect""? Drive is a cool episode, but looking at route 36 on my U.S. atlas, there's no way Mulder could've maintained a speed of 70-100 MPH on that road. If he had been on I-80, the freeway, maybe. But no way on a state road with that many curves. All of the filming inside the car looked very authentic. Excellent job by Rob Bowman. It looks nothing like the old days of the obvious blue screen or clip of passing scenery outside a car window on a stage. This was a fun episode, but some of the inaccuracies keep it from being a great episode. It keeps you on the edge of your seat, so hold on for a fast ride!",positive
"SPOILERS THROUGHOUT:<br /><br />Not good. The movie differed completely from the book(Not that the book was exactly a classic but it really was very good.)<br /><br />I guess Demi Moore was OK. Actually, I don't really remember to much about her performance one way or the other. However the big disappointment wasn't with Ms. Moore.<br /><br />WHY did whoever did the rewrite decide to suddenly make the millionaire have a heart? (I'm referring to him as ""the millionaire"" because he also had a different name in the movie then the book version-just another change.)<br /><br />People who didn't read the book obviously won't know anything's different but in the BOOK version this guy is much more ruthless as well as complex overall. He is also fascinating. The fact that such a big change was made in the movie alters the whole plot. It was almost like seeing a completely different movie.<br /><br />I know MANY movies vary widely from the books. But I also thought Redford's character was a bit of a wimp. This ISN'T Redford's fault(He's a great actor and could have played ruthless well) but without those qualities he becomes just another dazzled man in love hence the story becomes just another cliché love story involving 1 woman and 2 men. That wasn't really the point of the book.<br /><br />This could have been a lot better. Even if I hadn't read the book version I wouldn't have liked this all that much, but changing so much around definitely takes it, for me, a few points down.",negative
"If in the 90's you're adapting a book written in the 50's, set the bloody thing in the 50's and not the '90's. See, 40 year old mores and values tend not to play as well, or ring as true, that far down the road. It's a simple rule that Hollywood habitually keeps violating. And that's the problem with this film. It should have been set in the era it was written in. You'd think that would be a no-brainer, but nooo. I'd elaborate, but bmacv's comment spells it out quite well. I'll limit my commentary to Rachel Ward. She looks like she dieted her ass completely out of existence for this role. As a result, she looks like a crack ho' on chemotherapy, and is about as sexy as a gay leather couch in drag. I found her ""I could die at any moment"" look quite disconcerting, and it greatly detracted from her supposed ""hotness"" and the ""sexual tension"" the film intended to create. Other than that, the film was quite good; a 7+ out of 10.",positive
"I wouldn't have given this film such a low rating (2) if its average hadn't been ridiculously high, but someone had to bring it down to something more reasonable. I sat through most of this film, watching scene after scene of tagging and shoplifting. No dialog, just tagging and shoplifting. Finally the two taggers kissed. Something happened. But then back to tagging and shoplifting. I left the screening. I recommend this film only to those who are impressed by pretentious film-making. I disliked the directors previous film (a self-righteous defense of man-boy love) but at least that film had a story, interesting characters, dialog. The Graffiti Artist had only scene after scene of tagging and shoplifting. I want more from a film than this.",negative
"I'm sorry, ELO fans, but I was disappointed with this concert at the CBS Television City in Los Angeles. It's decent music-wise, but the presentation is simply boring - big-time. Most of the songs sound the same and lead singer-writer Jeff Lynne is about as animated as a store mannequin. He has a pleasant voice, but he isn't much to watch. He just stands in one spot and sings for an hour and 40 minutes. The songs all sound like 1970s-1980s bubblegum stuff: pleasant but not exciting.<br /><br />Lynn is accompanied by a very pretty woman, Rosie Vela, but she isn't too animated, either. The only song - out of 23 - that creates any excitement is the last one: ""Roll Over Beethoven."" Now if only some of the other 22 songs had that excitement to them, this could have been a much better concert DVD.",negative
"Very good western.This was the first time writer Richard Wilson directed a film, also this was a first for Samuel Goldwyn Junior as a producer. It is a pleasure to see a very young and pretty Angie Dickinson as a saloon girl. Robert Mitchum comes to this town dominated by outlaws and is hired as a town tamer, but people are worried that he will go too far, also about the harm that he will do to the town´s businesses. There are some similarities in the story with ""Warlock"" which was made in 1959. This film keeps a very fast and exciting pace, it really keeps you on the edge.",positive
